 BROOKLYN , Chinese , Z
 BROOKLYN , Bakery , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 MANHATTAN , Chinese , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , Chinese , B
 MANHATTAN , Chinese , Z
 QUEENS , Greek , A
 QUEENS , Mexican , A
 BROOKLYN , Pizza , A
 BROOKLYN , Chinese , B
 MANHATTAN , Japanese , A
 QUEENS , Bakery , A
 QUEENS , Cafe/Coffee/Tea , A
 BROOKLYN , Pizza , A
 MANHATTAN , American , A
 MANHATTAN , Hamburgers , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , American , B
 QUEENS , Pizza/Italian , A
 MANHATTAN , Seafood , A
 QUEENS , Caribbean , B
 MANHATTAN , Middle Eastern , C
 QUEENS , Thai , A
 BROOKLYN , Chinese , B
 MANHATTAN , Chinese , B
 BROOKLYN , Chinese , A
 QUEENS , American , A
 MANHATTAN , Peruvian , C
 MANHATTAN , American , A
 QUEENS , Chinese , C
 BRONX , African , C
 QUEENS , Bakery , A
 MANHATTAN , American , A
 MANHATTAN , American , B
 MANHATTAN , Italian , Z
 BROOKLYN , American , B
 MANHATTAN , American , B
 MANHATTAN , Caribbean , B
 QUEENS , Spanish , A
 QUEENS , Chinese , B
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Pizza , B
 MANHATTAN , American , A
 MANHATTAN , Pizza , C
 MANHATTAN , Pizza , A
 MANHATTAN , American , B
 QUEENS , Chinese , Z
 MANHATTAN , French , A
 BROOKLYN , American , A
 BROOKLYN , Delicatessen , B
 MANHATTAN , American , A
 MANHATTAN , Other , A
 QUEENS , Mexican , A
 BRONX , Chinese , B
 MANHATTAN , American , A
 BRONX , Bakery , A
 BROOKLYN , Caribbean , C
 QUEENS , American , A
 BROOKLYN , Bakery , B
 MANHATTAN , Tex-Mex , A
 BROOKLYN , American , A
 QUEENS , Hamburgers , A
 MANHATTAN , Italian , A
 MANHATTAN , American , B
 MANHATTAN , American , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BROOKLYN , Cafe/Coffee/Tea , A
 QUEENS , Italian , A
 BROOKLYN , Chinese , B
 BRONX , American , B
 QUEENS , Italian , A
 QUEENS , Other , B
 QUEENS , Indian , B
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Sandwiches , A
 QUEENS , Pizza/Italian , A
 BROOKLYN , Thai , B
 MANHATTAN , Sandwiches , A
 MANHATTAN , Chinese , A
 BROOKLYN , Italian , B
 BROOKLYN , American , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BRONX , American , B
 BROOKLYN , Juice Smoothies Fruit Salads , B
 STATENISLAND , Pizza , B
 BRONX , American , B
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , Creole , B
 MANHATTAN , Cafe/Coffee/Tea , C
 QUEENS , Spanish , C
 MANHATTAN , American , A
 BRONX , Cafe/Coffee/Tea , C
 MANHATTAN , Italian , B
 MANHATTAN , Pizza , A
 QUEENS , American , B
 BROOKLYN , Bagels/Pretzels , B
 BROOKLYN , Thai , A
 MANHATTAN , French , A
 BROOKLYN , Turkish , B
 BROOKLYN , American , C
 BROOKLYN , Peruvian , B
 QUEENS , Sandwiches , A
 MANHATTAN , American , A
 QUEENS , Spanish , B
 MANHATTAN , Italian , Z
 BROOKLYN , French , A
 MANHATTAN , Ethiopian , B
 BROOKLYN , Juice Smoothies Fruit Salads , B
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BROOKLYN , Chicken , A
 MANHATTAN , Cafe/Coffee/Tea , A
 STATENISLAND , American , A
 QUEENS , Chinese , B
 BROOKLYN , Pizza , A
 QUEENS , Caribbean , A
 MANHATTAN , American , B
 QUEENS , Pizza/Italian , A
 BRONX , Sandwiches , B
 BROOKLYN , Creole , B
 BROOKLYN , Italian , A
 BROOKLYN , Caribbean , Z
 QUEENS , Chinese , A
 BROOKLYN , Chicken , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Indian , B
 MANHATTAN , Sandwiches , A
 MANHATTAN , Soul Food , A
 MANHATTAN , Pizza , B
 MANHATTAN , Chinese , C
 QUEENS , French , A
 MANHATTAN , Chinese , A
 MANHATTAN , American , B
 STATENISLAND , Chinese , A
 MANHATTAN , Japanese , A
 QUEENS , Mexican , A
 BRONX , Pizza , C
 MANHATTAN , American , A
 BROOKLYN , Japanese , B
 MANHATTAN , Pizza , A
 BRONX , Pizza , B
 MANHATTAN , Cafe/Coffee/Tea , A
 BRONX , American , B
 BROOKLYN , Chinese , A
 STATENISLAND , Pizza , A
 MANHATTAN , Donuts , Z
 MANHATTAN , Bagels/Pretzels , A
 BROOKLYN , Chinese , A
 BROOKLYN , Spanish , A
 MANHATTAN , American , B
 MANHATTAN , Juice Smoothies Fruit Salads , C
 BROOKLYN , Cafe/Coffee/Tea , A
 BROOKLYN , Bakery , A
 QUEENS , Chinese , B
 QUEENS , Thai , B
 MANHATTAN , American , B
 BROOKLYN , Russian , A
 BROOKLYN , Soul Food , B
 MANHATTAN , Bakery , A
 BRONX , American , A
 MANHATTAN , Chinese , B
 BROOKLYN , Sandwiches , C
 MANHATTAN , American , A
 BRONX , Chicken , A
 QUEENS , Pizza/Italian , C
 BRONX , Pizza/Italian , C
 STATENISLAND , Donuts , C
 MANHATTAN , Sandwiches , A
 BROOKLYN , American , B
 QUEENS , American , A
 BROOKLYN , Japanese , B
 BROOKLYN , Indian , C
 MANHATTAN , Cafe/Coffee/Tea , A
 QUEENS , Bakery , A
 QUEENS , Pizza , C
 MANHATTAN , American , B
 MANHATTAN , American , B
 MANHATTAN , Cafe/Coffee/Tea , A
 BRONX , American , Z
 BROOKLYN , American , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , P
 QUEENS , American , A
 BROOKLYN , Japanese , Z
 STATENISLAND , Japanese , B
 QUEENS , Indian , A
 BRONX , Mexican , C
 MANHATTAN , Italian , A
 QUEENS , Caribbean , A
 MANHATTAN , American , A
 BROOKLYN , Jewish/Kosher , A
 MANHATTAN , Pancakes/Waffles , A
 QUEENS , American , A
 MANHATTAN , Pizza , B
 BRONX , Pizza , Z
 QUEENS , Hamburgers , A
 MANHATTAN , Delicatessen , B
 QUEENS , Chinese , C
 QUEENS , Italian , A
 MANHATTAN , Italian , A
 BROOKLYN , American , B
 QUEENS , Japanese , B
 BROOKLYN , Australian , B
 MANHATTAN , American , A
 BRONX , Pizza , C
 MANHATTAN , American , B
 BROOKLYN , Thai , C
 MANHATTAN , Delicatessen , C
 BROOKLYN , Asian , C
 BRONX , Chinese , A
 BROOKLYN , Chinese , B
 QUEENS , Chinese , A
 BROOKLYN , American , C
 MANHATTAN , Sandwiches/Salads/Mixed Buffet , A
 BRONX , American , A
 BROOKLYN , Pizza/Italian , B
 QUEENS , Hamburgers , C
 BROOKLYN , American , A
 BRONX , Pizza , B
 BROOKLYN , Caribbean , B
 MANHATTAN , Chinese , C
 MANHATTAN , Mexican , A
 MANHATTAN , Chinese , A
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , Chinese , A
 BRONX , Chinese , A
 MANHATTAN , Asian , B
 QUEENS , Bakery , B
 BROOKLYN , Chinese , B
 MANHATTAN , Chinese , C
 STATENISLAND , Thai , A
 MANHATTAN , French , A
 BROOKLYN , Bagels/Pretzels , A
 MANHATTAN , American , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BROOKLYN , Chicken , A
 QUEENS , Mexican , C
 MANHATTAN , Mexican , B
 BROOKLYN , American , A
 STATENISLAND , Ice Cream Gelato Yogurt Ices , A
 QUEENS , Korean , A
 BRONX , Pizza , A
 MANHATTAN , American , Z
 MANHATTAN , American , A
 STATENISLAND , Cafe/Coffee/Tea , B
 BRONX , Chinese , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 MANHATTAN , Korean , C
 MANHATTAN , American , A
 MANHATTAN , Italian , B
 MANHATTAN , Thai , C
 MANHATTAN , Spanish , B
 STATENISLAND , Chinese , B
 BRONX , American , A
 BROOKLYN , Spanish , C
 MANHATTAN , Pizza , C
 QUEENS , Bakery , A
 BROOKLYN , American , B
 STATENISLAND , Polish , A
 QUEENS , Pizza/Italian , B
 MANHATTAN , Mexican , A
 QUEENS , Mexican , B
 BROOKLYN , American , Z
 MANHATTAN , Indian , B
 QUEENS , Middle Eastern , A
 MANHATTAN , American , A
 MANHATTAN , Spanish , A
 MANHATTAN , Mediterranean , A
 BRONX , Mexican , B
 MANHATTAN , Mexican , A
 QUEENS , Spanish , B
 MANHATTAN , Pizza , A
 MANHATTAN , American , B
 QUEENS , American , A
 MANHATTAN , Hotdogs , B
 MANHATTAN , Italian , B
 QUEENS , Pizza/Italian , A
 BRONX , Caribbean , A
 STATENISLAND , Mexican , A
 MANHATTAN , African , C
 MANHATTAN , American , A
 BROOKLYN , Sandwiches , A
 BROOKLYN , Pizza , A
 MANHATTAN , Pizza , A
 MANHATTAN , Cafe/Coffee/Tea , A
 QUEENS , Turkish , B
 BROOKLYN , Pizza , C
 BROOKLYN , Chinese , B
 MANHATTAN , Pizza , C
 BROOKLYN , Russian , Z
 BROOKLYN , Mexican , A
 MANHATTAN , American , B
 QUEENS , Hamburgers , A
 MANHATTAN , French , A
 MANHATTAN , American , A
 QUEENS , Irish , A
 MANHATTAN , Steak , B
 MANHATTAN , Italian , A
 BROOKLYN , Pizza , A
 QUEENS , American , A
 BRONX , Chinese , B
 QUEENS , Caribbean , A
 QUEENS , Peruvian , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , American , Z
 BRONX , Spanish , B
 MANHATTAN , Bagels/Pretzels , A
 BROOKLYN , Chicken , A
 QUEENS , American , B
 MANHATTAN , Italian , A
 QUEENS , Chinese , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BROOKLYN , Hamburgers , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Hamburgers , A
 BROOKLYN , Chinese , C
 BROOKLYN , American , C
 MANHATTAN , Chinese , B
 BROOKLYN , Chinese , A
 MANHATTAN , Mexican , A
 BRONX , Pizza , A
 MANHATTAN , Delicatessen , C
 BROOKLYN , Other , B
 MANHATTAN , Delicatessen , C
 MANHATTAN , Italian , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BRONX , Mexican , C
 MANHATTAN , Delicatessen , C
 QUEENS , American , A
 BRONX , Pizza , B
 QUEENS , American , A
 BRONX , Chinese , A
 MANHATTAN , Vietnamese/Cambodian/Malaysia , A
 BROOKLYN , Other , A
 BROOKLYN , Chinese , A
 MANHATTAN , Continental , A
 QUEENS , Ice Cream Gelato Yogurt Ices , A
 QUEENS , Italian , A
 BROOKLYN , Mexican , B
 QUEENS , American , Z
 QUEENS , Filipino , A
 QUEENS , American , A
 BROOKLYN , Hamburgers , A
 BROOKLYN , Chinese/Japanese , B
 BROOKLYN , Greek , B
 QUEENS , American , B
 MANHATTAN , Vegetarian , A
 BROOKLYN , Jewish/Kosher , B
 QUEENS , Donuts , A
 QUEENS , Chinese , C
 QUEENS , Caribbean , P
 MANHATTAN , American , A
 BRONX , Caribbean , A
 QUEENS , Bakery , A
 MANHATTAN , American , C
 BRONX , Chinese , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , Vietnamese/Cambodian/Malaysia , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 QUEENS , American , C
 MANHATTAN , American , A
 QUEENS , Hamburgers , A
 BRONX , Caribbean , B
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , Bottled beverages including water sodas juices etc. , B
 MANHATTAN , Scandinavian , C
 BROOKLYN , Chinese , A
 MANHATTAN , French , A
 MANHATTAN , Japanese , A
 QUEENS , American , B
 BROOKLYN , Bakery , B
 BROOKLYN , Chinese , B
 MANHATTAN , Mexican , A
 STATENISLAND , Mediterranean , A
 MANHATTAN , Jewish/Kosher , Z
 MANHATTAN , Japanese , B
 MANHATTAN , Japanese , A
 BROOKLYN , Other , A
 BROOKLYN , Chinese , B
 MANHATTAN , Delicatessen , A
 QUEENS , American , B
 BROOKLYN , Bakery , B
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , Mexican , A
 MANHATTAN , Italian , A
 QUEENS , Chinese , A
 BROOKLYN , Caribbean , A
 BROOKLYN , Hamburgers , B
 QUEENS , Juice Smoothies Fruit Salads , A
 MANHATTAN , American , A
 BROOKLYN , Mexican , B
 MANHATTAN , Chinese , A
 BROOKLYN , Jewish/Kosher , A
 MANHATTAN , Mexican , C
 MANHATTAN , American , A
 MANHATTAN , Irish , A
 MANHATTAN , Italian , A
 BROOKLYN , Jewish/Kosher , A
 QUEENS , Pizza , B
 MANHATTAN , American , A
 MANHATTAN , American , C
 QUEENS , Pizza , C
 MANHATTAN , Spanish , A
 MANHATTAN , American , A
 MANHATTAN , American , A
 QUEENS , Chinese , A
 BRONX , Sandwiches , A
 QUEENS , Chicken , A
 QUEENS , American , A
 BRONX , Cafe/Coffee/Tea , C
 STATENISLAND , American , B
 MANHATTAN , American , A
 BRONX , Chinese , A
 BROOKLYN , Caribbean , A
 BROOKLYN , Spanish , B
 MANHATTAN , Sandwiches , A
 MANHATTAN , Chinese , C
 QUEENS , Delicatessen , A
 QUEENS , Mexican , Z
 BROOKLYN , Seafood , B
 BROOKLYN , Tex-Mex , B
 BRONX , Delicatessen , A
 MANHATTAN , Bakery , A
 MANHATTAN , American , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BROOKLYN , Jewish/Kosher , A
 QUEENS , Donuts , A
 MANHATTAN , Chinese , C
 QUEENS , American , A
 MANHATTAN , Chinese , C
 BROOKLYN , Mediterranean , C
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , American , B
 MANHATTAN , Ice Cream Gelato Yogurt Ices , A
 MANHATTAN , Pizza , A
 MANHATTAN , Pizza , B
 QUEENS , Bakery , A
 BRONX , Pizza/Italian , B
 MANHATTAN , American , A
 MANHATTAN , Chinese , A
 BROOKLYN , Tex-Mex , B
 BROOKLYN , Spanish , B
 BROOKLYN , Jewish/Kosher , C
 BRONX , Chinese , A
 BROOKLYN , Pizza/Italian , Z
 MANHATTAN , American , A
 QUEENS , Chinese , A
 MANHATTAN , American , Z
 MANHATTAN , Japanese , P
 QUEENS , Mexican , A
 QUEENS , American , A
 QUEENS , Other , B
 BROOKLYN , Chinese , C
 BRONX , American , A
 QUEENS , Chinese , B
 MANHATTAN , American , C
 MANHATTAN , Steak , A
 MANHATTAN , American , C
 MANHATTAN , African , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Bakery , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , Sandwiches/Salads/Mixed Buffet , A
 QUEENS , American , B
 BROOKLYN , Hamburgers , A
 QUEENS , Spanish , A
 BROOKLYN , Delicatessen , A
 MANHATTAN , Italian , A
 MANHATTAN , Bakery , A
 MANHATTAN , Italian , B
 BRONX , Spanish , Z
 MANHATTAN , American , B
 MANHATTAN , American , C
 BROOKLYN , American , A
 MANHATTAN , Middle Eastern , Z
 BROOKLYN , Chinese , B
 MANHATTAN , Delicatessen , A
 QUEENS , American , A
 QUEENS , Japanese , A
 MANHATTAN , Sandwiches , A
 MANHATTAN , Mediterranean , B
 MANHATTAN , Bagels/Pretzels , A
 MANHATTAN , Jewish/Kosher , C
 MANHATTAN , Japanese , A
 BRONX , American , A
 BRONX , American , B
 BROOKLYN , Jewish/Kosher , B
 QUEENS , American , B
 BRONX , American , A
 BRONX , American , A
 MANHATTAN , American , A
 QUEENS , Jewish/Kosher , B
 MANHATTAN , Italian , A
 BROOKLYN , Chinese , B
 MANHATTAN , Chinese , B
 MANHATTAN , Bakery , B
 QUEENS , Chinese , A
 BROOKLYN , American , A
 QUEENS , Mexican , A
 MANHATTAN , American , A
 BROOKLYN , Chinese , A
 MANHATTAN , American , C
 BRONX , American , A
 BROOKLYN , Vegetarian , A
 MANHATTAN , Italian , A
 MANHATTAN , American , C
 MANHATTAN , Mexican , B
 QUEENS , American , A
 QUEENS , Bakery , A
 QUEENS , Not Listed/Not Applicable , A
 BRONX , Chinese , A
 BROOKLYN , Hamburgers , A
 QUEENS , American , B
 MANHATTAN , American , B
 QUEENS , Indian , B
 MANHATTAN , Indian , A
 MANHATTAN , Irish , B
 MANHATTAN , Ice Cream Gelato Yogurt Ices , A
 BROOKLYN , Other , A
 BROOKLYN , American , B
 BROOKLYN , Pizza/Italian , A
 QUEENS , Chinese , C
 MANHATTAN , Vietnamese/Cambodian/Malaysia , B
 BRONX , Italian , C
 BRONX , Pizza , B
 BROOKLYN , Chinese , B
 BROOKLYN , Jewish/Kosher , A
 QUEENS , Caribbean , C
 BROOKLYN , Chinese , B
 BRONX , American , A
 QUEENS , American , A
 QUEENS , Mexican , A
 STATENISLAND , Pizza/Italian , A
 BROOKLYN , American , B
 BROOKLYN , Chinese , A
 MANHATTAN , Tex-Mex , A
 MANHATTAN , Pizza , A
 QUEENS , Chinese , A
 BRONX , Chinese , A
 MANHATTAN , Delicatessen , B
 BRONX , Irish , A
 QUEENS , Irish , A
 MANHATTAN , Brazilian , B
 QUEENS , Asian , A
 BROOKLYN , Caribbean , A
 QUEENS , Italian , A
 BROOKLYN , Mexican , B
 MANHATTAN , Delicatessen , A
 MANHATTAN , Juice Smoothies Fruit Salads , B
 BROOKLYN , Soul Food , B
 QUEENS , Asian , C
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , American , A
 BROOKLYN , Chinese , A
 BRONX , African , Z
 MANHATTAN , Asian , B
 QUEENS , Chinese , P
 BRONX , American , Z
 QUEENS , Chinese , B
 MANHATTAN , German , B
 MANHATTAN , Irish , A
 QUEENS , Bakery , C
 STATENISLAND , American , C
 MANHATTAN , Continental , B
 BROOKLYN , Chinese , B
 QUEENS , American , A
 BROOKLYN , Donuts , A
 BRONX , Ice Cream Gelato Yogurt Ices , A
 MANHATTAN , Steak , B
 QUEENS , Caribbean , A
 BROOKLYN , Chinese , A
 MANHATTAN , Jewish/Kosher , B
 MANHATTAN , Pizza , Z
 BROOKLYN , Italian , B
 MANHATTAN , American , B
 MANHATTAN , Indian , A
 BROOKLYN , Delicatessen , C
 MANHATTAN , Cafe/Coffee/Tea , A
 BROOKLYN , Chinese , C
 QUEENS , American , A
 BRONX , Chinese , A
 BROOKLYN , Bakery , A
 QUEENS , American , A
 MANHATTAN , Vietnamese/Cambodian/Malaysia , B
 QUEENS , Mexican , A
 BRONX , Chinese , C
 BROOKLYN , American , A
 MANHATTAN , American , A
 QUEENS , Pizza/Italian , A
 BROOKLYN , Chinese , B
 BROOKLYN , American , A
 BRONX , Spanish , B
 MANHATTAN , Delicatessen , A
 BROOKLYN , Chinese , B
 BROOKLYN , Other , A
 BROOKLYN , Ice Cream Gelato Yogurt Ices , A
 MANHATTAN , Irish , A
 BROOKLYN , Bakery , B
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , Mexican , B
 BROOKLYN , Russian , A
 QUEENS , American , A
 MANHATTAN , Middle Eastern , A
 BROOKLYN , Chinese , A
 MANHATTAN , American , B
 BROOKLYN , Mexican , A
 BROOKLYN , Chicken , A
 STATENISLAND , Pizza , B
 BROOKLYN , Caribbean , A
 BROOKLYN , American , A
 BROOKLYN , Mediterranean , B
 MANHATTAN , French , A
 BROOKLYN , Italian , Z
 MANHATTAN , Mexican , A
 QUEENS , Donuts , A
 MANHATTAN , American , A
 BROOKLYN , Chinese , A
 MANHATTAN , Hamburgers , Z
 BROOKLYN , Italian , A
 MANHATTAN , Italian , A
 BROOKLYN , Pizza , B
 BROOKLYN , American , A
 MANHATTAN , Continental , A
 BROOKLYN , Cafe/Coffee/Tea , A
 BROOKLYN , Pizza , A
 QUEENS , Chinese , A
 MANHATTAN , Chinese , B
 STATENISLAND , Delicatessen , B
 MANHATTAN , Middle Eastern , A
 QUEENS , American , B
 BROOKLYN , Soups & Sandwiches , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BRONX , Sandwiches , B
 BRONX , Chinese , C
 MANHATTAN , Chinese , Z
 MANHATTAN , American , A
 BROOKLYN , Mexican , A
 BROOKLYN , Mexican , B
 BRONX , Ice Cream Gelato Yogurt Ices , A
 BROOKLYN , Cafe/Coffee/Tea , C
 BROOKLYN , Delicatessen , C
 MANHATTAN , American , B
 MANHATTAN , French , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Pizza/Italian , A
 QUEENS , Seafood , B
 MANHATTAN , American , A
 BROOKLYN , Chinese , C
 QUEENS , Tex-Mex , A
 BROOKLYN , Jewish/Kosher , B
 BROOKLYN , Greek , A
 BROOKLYN , Bakery , P
 MANHATTAN , Italian , A
 BRONX , Chinese , A
 MANHATTAN , American , A
 MANHATTAN , American , A
 MANHATTAN , Sandwiches , B
 MANHATTAN , Delicatessen , B
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Irish , A
 QUEENS , American , A
 MANHATTAN , American , B
 BROOKLYN , Pizza , A
 QUEENS , Bakery , A
 BROOKLYN , Jewish/Kosher , B
 BRONX , Pizza , A
 BRONX , American , A
 BRONX , American , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 QUEENS , Spanish , A
 BRONX , American , B
 QUEENS , Chinese , A
 MANHATTAN , American , B
 QUEENS , Chinese , A
 MANHATTAN , Thai , C
 MANHATTAN , Chinese , B
 MANHATTAN , Bagels/Pretzels , A
 BRONX , American , A
 MANHATTAN , American , A
 QUEENS , Japanese , B
 BROOKLYN , American , A
 MANHATTAN , Bakery , A
 QUEENS , Pizza/Italian , A
 MANHATTAN , American , A
 QUEENS , Hamburgers , A
 QUEENS , Chinese , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Pizza/Italian , A
 BROOKLYN , Spanish , A
 MANHATTAN , Italian , A
 BROOKLYN , Chinese , A
 MANHATTAN , Thai , B
 BRONX , Chinese , A
 MANHATTAN , Indian , A
 QUEENS , American , Z
 BROOKLYN , German , A
 BROOKLYN , American , A
 QUEENS , Caribbean , C
 MANHATTAN , American , B
 QUEENS , American , A
 BRONX , Chinese , B
 BROOKLYN , Pizza/Italian , C
 MANHATTAN , Australian , A
 QUEENS , Chinese , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 MANHATTAN , Tex-Mex , C
 MANHATTAN , Italian , B
 MANHATTAN , Indian , A
 QUEENS , American , A
 MANHATTAN , American , A
 QUEENS , American , B
 MANHATTAN , American , B
 MANHATTAN , Cafe/Coffee/Tea , A
 BROOKLYN , American , A
 BRONX , Chicken , A
 MANHATTAN , Irish , C
 MANHATTAN , Greek , B
 BROOKLYN , Thai , B
 BRONX , American , A
 MANHATTAN , Ice Cream Gelato Yogurt Ices , A
 STATENISLAND , Donuts , A
 MANHATTAN , American , A
 MANHATTAN , Cafe/Coffee/Tea , C
 QUEENS , Bakery , A
 MANHATTAN , American , A
 BROOKLYN , Hamburgers , C
 QUEENS , Chinese , B
 MANHATTAN , Indian , C
 MANHATTAN , American , B
 MANHATTAN , Bakery , B
 MANHATTAN , Chinese , B
 MANHATTAN , Italian , C
 MANHATTAN , Asian , Z
 MANHATTAN , American , C
 MANHATTAN , Vegetarian , B
 MANHATTAN , Thai , A
 BROOKLYN , American , P
 MANHATTAN , Pizza , A
 MANHATTAN , Irish , B
 QUEENS , American , A
 MANHATTAN , American , A
 QUEENS , American , B
 MANHATTAN , American , B
 QUEENS , Caribbean , A
 MANHATTAN , Bakery , C
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BRONX , American , A
 MANHATTAN , French , B
 QUEENS , Hamburgers , A
 QUEENS , Spanish , C
 QUEENS , Donuts , A
 MANHATTAN , Japanese , A
 STATENISLAND , Jewish/Kosher , A
 BRONX , American , A
 QUEENS , Caribbean , A
 BRONX , Chinese , A
 MANHATTAN , French , B
 MANHATTAN , American , B
 QUEENS , Sandwiches , A
 MANHATTAN , American , A
 QUEENS , Sandwiches , A
 MANHATTAN , Steak , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Delicatessen , A
 MANHATTAN , Pizza , A
 BROOKLYN , Chinese , A
 BROOKLYN , Pizza , C
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
